YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation
2019,US,United States,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",5395.0,5395.0,,,5381.7,5408.2,Gender,Male,C1,T1,MD101,Crude,BOC02,GEN01,59,
2019,MT,Montana,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.5,6.5,,,2.1,20.2,Race,Unknown,C1,T1,MD103,Crude,BOC04,RAC08,30,POINT (-109.4244206 47.06652897)
2019,AR,Arizona,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.4,4.4,,,3.1,6.2,Race,Other,C1,T2,MD203,Crude,BOC04,RAC07,4,POINT (-111.7638113 34.86597028)
2019,OR,Oregon,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4252.3,4252.3,,,4149.5,4357.6,Gender,Male,C1,T1,MD101,Crude,BOC02,GEN01,41,POINT (-120.1550313 44.56744942)
2019,US,United States,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.5,4.5,,,4.5,4.6,Gender,Female,C1,T1,MD103,Crude,BOC02,GEN02,59,
2019,LA,Louisiana,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",6437.4,6437.4,,,6255.6,6624.4,Race,Non-Hispanic Black,C1,T1,MD101,Crude,BOC04,RAC02,22,POINT (-92.44568007 31.31266064)
2019,GA,Georgia,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),3.0,3.0,,,1.5,6.4,Race,Other,C1,T1,MD103,Crude,BOC04,RAC07,13,POINT (-83.62758035 32.83968109)
2019,CT,Connecticut,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2014.8,2014.8,,,1735.1,2339.5,Race,Unknown,C1,T2,MD201,Crude,BOC04,RAC08,9,POINT (-72.64984095 41.56266102)
2019,NY,New York,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.3,5.3,,,5.0,5.5,Gender,Male,C1,T2,MD203,Crude,BOC02,GEN01,36,POINT (-75.54397043 42.82700103)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4901.1,4901.1,,,4079.2,5888.7,Race,Other,C1,T2,MD201,Crude,BOC04,RAC07,38,POINT (-100.118421 47.47531978)
2019,ME,Maryland,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2489.7,2489.7,,,2269.0,2731.8,Race,Non-Hispanic Asian,C1,T1,MD101,Crude,BOC04,RAC03,24,POINT (-76.60926011 39.29058096)
2019,NB,Nebraska,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1905.8,1905.8,,,1184.8,3065.7,Race,Non-Hispanic Asian,C1,T2,MD201,Crude,BOC04,RAC03,31,POINT (-99.36572062 41.64104099)
2019,IN,Indiana,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2789.2,2789.2,,,2507.9,3102.0,Race,Unknown,C1,T1,MD101,Crude,BOC04,RAC08,18,POINT (-86.14996019 39.76691045)
2019,NY,New York,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2125.8,2125.8,,,1996.4,2263.6,Race,Unknown,C1,T2,MD201,Crude,BOC04,RAC08,36,POINT (-75.54397043 42.82700103)
2019,ID,Idaho,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2152.3,2152.3,,,2056.5,2252.6,Gender,Female,C1,T2,MD201,Crude,BOC02,GEN02,16,POINT (-114.36373 43.68263001)
2019,TX,Texas,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",3194.0,3194.0,,,3158.8,3229.6,Gender,Female,C1,T2,MD201,Crude,BOC02,GEN02,48,POINT (-99.42677021 31.82724041)
2019,RI,Rhode Island,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",5032.5,5032.5,,,4106.9,6166.6,Race,Non-Hispanic Black,C1,T1,MD101,Crude,BOC04,RAC02,44,POINT (-71.52247031 41.70828019)
2019,WI,Wisconsin,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4567.5,4567.5,,,4504.7,4631.1,Race,Non-Hispanic White,C1,T1,MD101,Crude,BOC04,RAC01,55,POINT (-89.81637074 44.39319117)
2019,SC,South Carolina,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",3174.6,3174.6,,,2542.8,3963.4,Race,Non-Hispanic Asian,C1,T1,MD101,Crude,BOC04,RAC03,45,POINT (-81.04537121 33.9988213)
2019,WI,Wisconsin,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.7,5.7,,,3.6,8.9,Race,Unknown,C1,T1,MD103,Crude,BOC04,RAC08,55,POINT (-89.81637074 44.39319117)
2019,ME,Maine,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",3187.9,3187.9,,,3068.0,3312.4,Gender,Female,C1,T2,MD201,Crude,BOC02,GEN02,23,POINT (-68.98503134 45.25422889)
2019,IN,Indiana,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4732.3,4732.3,,,4661.3,4804.3,Gender,Female,C1,T1,MD101,Crude,BOC02,GEN02,18,POINT (-86.14996019 39.76691045)
2019,TX,Texas,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",5382.1,5382.1,,,5331.3,5433.3,Gender,Male,C1,T1,MD101,Crude,BOC02,GEN01,48,POINT (-99.42677021 31.82724041)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),8.3,8.3,,,1.2,59.2,Race,Non-Hispanic Black,C1,T2,MD203,Crude,BOC04,RAC02,56,POINT (-108.1098304 43.23554134)
2019,MS,Mississippi,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4237.6,4237.6,,,4133.6,4344.3,Gender,Male,C1,T2,MD201,Crude,BOC02,GEN01,28,POINT (-89.53803082 32.7455101)
2019,NY,New York,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.2,6.2,,,5.1,7.7,Race,Non-Hispanic Asian,C1,T1,MD103,Crude,BOC04,RAC03,36,POINT (-75.54397043 42.82700103)
2019,AR,Arkansas,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2422.5,2422.5,,,1713.2,3425.6,Race,Non-Hispanic Asian,C1,T2,MD201,Crude,BOC04,RAC03,5,POINT (-92.27449074 34.74865012)
2019,UT,Utah,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2902.7,2902.7,,,2797.9,3011.5,Gender,Female,C1,T1,MD101,Crude,BOC02,GEN02,49,POINT (-111.5871306 39.36070017)
2019,NM,New Mexico,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.8,4.8,,,1.8,12.8,Race,Non-Hispanic Black,C1,T2,MD203,Crude,BOC04,RAC02,35,POINT (-106.240581 34.52088095)
2019,AR,Arkansas,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.6,4.6,,,4.2,5.0,Age,75+,C1,T1,MD103,Crude,BOC03,AGE08,5,POINT (-92.27449074 34.74865012)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Non-Hispanic Asian,C1,T2,MD203,Crude,BOC04,RAC03,38,POINT (-100.118421 47.47531978)
2019,HI,Hawaii,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.5,4.5,,,3.1,6.3,Race,Non-Hispanic White,C1,T2,MD203,Crude,BOC04,RAC01,15,POINT (-157.8577494 21.30485044)
2019,WV,West Virginia,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),2.2,2.2,,,0.3,15.4,Race,Unknown,C1,T2,MD203,Crude,BOC04,RAC08,54,POINT (-80.71264013 38.6655102)
2019,NH,New Hampshire,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Hispanic,C1,T1,MD103,Crude,BOC04,RAC04,33,POINT (-71.50036092 43.65595011)
2019,CO,Colorado,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.1,4.1,,,3.5,4.8,Gender,Female,C1,T2,MD203,Crude,BOC02,GEN02,8,POINT (-106.1336109 38.84384076)
2019,IA,Iowa,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2639.3,2639.3,,,1903.8,3658.9,Race,Non-Hispanic Asian,C1,T2,MD201,Crude,BOC04,RAC03,19,POINT (-93.81649056 42.46940091)
2019,RI,Rhode Island,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",3180.2,3180.2,,,2003.7,5047.6,Race,Non-Hispanic Asian,C1,T2,MD201,Crude,BOC04,RAC03,44,POINT (-71.52247031 41.70828019)
2019,WI,Wisconsin,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4137.9,4137.9,,,3646.2,4696.0,Race,Other,C1,T2,MD201,Crude,BOC04,RAC07,55,POINT (-89.81637074 44.39319117)
2019,OK,Oklahoma,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.6,4.6,,,4.2,5.0,Gender,Female,C1,T1,MD103,Crude,BOC02,GEN02,40,POINT (-97.52107021 35.47203136)
2019,WI,Wisconsin,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2538.1,2538.1,,,2280.8,2824.6,Race,Unknown,C1,T1,MD101,Crude,BOC04,RAC08,55,POINT (-89.81637074 44.39319117)
2019,MN,Minnesota,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.8,4.8,,,4.5,5.2,Race,Non-Hispanic White,C1,T1,MD103,Crude,BOC04,RAC01,27,POINT (-94.7942005 46.35564874)
2019,VI,Virginia,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.6,4.6,,,4.4,4.8,Race,Non-Hispanic White,C1,T1,MD103,Crude,BOC04,RAC01,51,POINT (-78.45789046 37.54268067)
2019,WA,Washington,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.1,6.1,,,5.7,6.6,Age,75+,C1,T2,MD203,Crude,BOC03,AGE08,53,POINT (-120.4700108 47.52227863)
2019,GA,Georgia,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4488.5,4488.5,,,4423.7,4554.2,Gender,Female,C1,T1,MD101,Crude,BOC02,GEN02,13,POINT (-83.62758035 32.83968109)
2019,ME,Maryland,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4798.4,4798.4,,,4716.8,4881.3,Gender,Male,C1,T1,MD101,Crude,BOC02,GEN01,24,POINT (-76.60926011 39.29058096)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.5,6.5,,,5.5,7.8,Gender,Male,C1,T1,MD103,Crude,BOC02,GEN01,38,POINT (-100.118421 47.47531978)
2019,AR,Arizona,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4554.1,4554.1,,,4475.0,4634.5,Gender,Male,C1,T1,MD101,Crude,BOC02,GEN01,4,POINT (-111.7638113 34.86597028)
2019,AK,Alaska,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),7.4,7.4,,,3.5,15.5,Race,Non-Hispanic Asian,C1,T1,MD103,Crude,BOC04,RAC03,2,POINT (-147.722059 64.84507996)
2019,GA,Georgia,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),3.6,3.6,,,3.4,3.9,Race,Non-Hispanic White,C1,T2,MD203,Crude,BOC04,RAC01,13,POINT (-83.62758035 32.83968109)
2019,NH,New Hampshire,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",5587.2,5587.2,,,4222.8,7392.6,Race,Non-Hispanic Black,C1,T1,MD101,Crude,BOC04,RAC02,33,POINT (-71.50036092 43.65595011)
2019,IN,Indiana,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4575.3,4575.3,,,3943.6,5308.3,Race,Other,C1,T1,MD101,Crude,BOC04,RAC07,18,POINT (-86.14996019 39.76691045)
2019,IN,Indiana,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),1.9,1.9,,,0.8,4.4,Race,Unknown,C1,T2,MD203,Crude,BOC04,RAC08,18,POINT (-86.14996019 39.76691045)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.4,5.4,,,4.5,6.3,Race,Non-Hispanic White,C1,T2,MD203,Crude,BOC04,RAC01,38,POINT (-100.118421 47.47531978)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1204.8,1204.8,,,169.7,8553.1,Race,Hispanic,C1,T1,MD101,Crude,BOC04,RAC04,38,POINT (-100.118421 47.47531978)
2019,AL,Alabama,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Race,Unknown,C1,T1,MD103,Crude,BOC04,RAC08,1,POINT (-86.63186076 32.84057112)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Other,C1,T2,MD203,Crude,BOC04,RAC07,56,POINT (-108.1098304 43.23554134)
2019,ME,Maine,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.5,4.5,,,1.1,18.2,Race,Other,C1,T2,MD203,Crude,BOC04,RAC07,23,POINT (-68.98503134 45.25422889)
2019,OR,Oregon,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),1.0,1.0,,,0.1,7.3,Race,Unknown,C1,T2,MD203,Crude,BOC04,RAC08,41,POINT (-120.1550313 44.56744942)
2019,ME,Maine,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4089.2,4089.2,,,3935.8,4248.5,Gender,Male,C1,T2,MD201,Crude,BOC02,GEN01,23,POINT (-68.98503134 45.25422889)
2019,PA,Pennsylvania,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4944.9,4944.9,,,4344.2,5628.7,Race,Hispanic,C1,T1,MD101,Crude,BOC04,RAC04,42,POINT (-77.86070029 40.79373015)
2019,CT,Connecticut,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),8.3,8.3,,,4.4,15.4,Race,Other,C1,T2,MD203,Crude,BOC04,RAC07,9,POINT (-72.64984095 41.56266102)
2019,MA,Massachusetts,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4469.1,4469.1,,,4393.5,4545.9,Gender,Male,C1,T2,MD201,Crude,BOC02,GEN01,25,POINT (-72.08269067 42.27687047)
2019,WV,West Virginia,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4635.4,4635.4,,,4539.1,4733.8,Race,Non-Hispanic White,C1,T2,MD201,Crude,BOC04,RAC01,54,POINT (-80.71264013 38.6655102)
2019,AL,Alabama,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.2,5.2,,,4.8,5.7,Gender,Male,C1,T1,MD103,Crude,BOC02,GEN01,1,POINT (-86.63186076 32.84057112)
2019,FL,Florida,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",5397.4,5397.4,,,5349.1,5446.1,Age,75+,C1,T2,MD201,Crude,BOC03,AGE08,12,POINT (-81.92896054 28.93204038)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",2949.5,2949.5,,,2831.5,3072.5,Race,Non-Hispanic White,C1,T2,MD201,Crude,BOC04,RAC01,56,POINT (-108.1098304 43.23554134)
2019,MN,Minnesota,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.8,4.8,,,4.3,5.2,Age,75+,C1,T2,MD203,Crude,BOC03,AGE08,27,POINT (-94.7942005 46.35564874)
2019,SC,South Carolina,Medicare,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.3,4.3,,,3.9,4.7,Gender,Male,C1,T2,MD203,Crude,BOC02,GEN01,45,POINT (-81.04537121 33.9988213)
2019,CA,California,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),3.6,3.6,,,2.8,4.8,Race,Unknown,C1,T1,MD103,Crude,BOC04,RAC08,6,POINT (-120.9999995 37.63864012)
2019,KY,Kentucky,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",4288.9,4288.9,,,3425.4,5370.2,Race,Other,C1,T1,MD101,Crude,BOC04,RAC07,21,POINT (-84.77497105 37.64597027)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),3.3,3.3,,,0.8,13.3,Race,Other,C1,T1,MD103,Crude,BOC04,RAC07,56,POINT (-108.1098304 43.23554134)
2019,DC,"Washington, DC",Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.0,6.0,,,4.6,7.9,Gender,Male,C1,T1,MD103,Crude,BOC02,GEN01,11,POINT (-77.03196113 38.89037139)
